Rank;Country or Area;Subgroup;Year;Source;Unit;Value;Value Footnotes
356;Cape Verde;Male;2002;UNESCO_UIS Database_Sep2007;Percent;4;
357;Cape Verde;Male;2001;UNESCO_UIS Database_Sep2007;Percent;1;3
358;Cape Verde;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;3
359;Cayman Islands;Female;2001;UNESCO_UIS Database_Sep2007;Percent;28;3
360;Cayman Islands;Female;2000;UNESCO_UIS Database_Sep2007;Percent;28;3
361;Cayman Islands;Male;2001;UNESCO_UIS Database_Sep2007;Percent;9;3
362;Cayman Islands;Male;2000;UNESCO_UIS Database_Sep2007;Percent;10;3
363;Central African Republic;Female;2000;UNESCO_UIS Database_Sep2007;Percent;1;
364;Central African Republic;Female;1999;UNESCO_UIS Database_Sep2007;Percent;1;
365;Central African Republic;Male;2000;UNESCO_UIS Database_Sep2007;Percent;3;
366;Central African Republic;Male;1999;UNESCO_UIS Database_Sep2007;Percent;3;
367;Chad;Female;2005;UNESCO_UIS Database_Sep2007;Percent;-;2
368;Chad;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
369;Chad;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;1
370;Chad;Female;2001;UNESCO_UIS Database_Sep2007;Percent;-;2
371;Chad;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
372;Chad;Male;2005;UNESCO_UIS Database_Sep2007;Percent;2;3
373;Chad;Male;2004;UNESCO_UIS Database_Sep2007;Percent;2;
374;Chad;Male;2003;UNESCO_UIS Database_Sep2007;Percent;2;
375;Chad;Male;2001;UNESCO_UIS Database_Sep2007;Percent;1;3
376;Chad;Male;2000;UNESCO_UIS Database_Sep2007;Percent;1;
377;Chile;Female;2005;UNESCO_UIS Database_Sep2007;Percent;47;
378;Chile;Female;2004;UNESCO_UIS Database_Sep2007;Percent;42;
379;Chile;Female;2003;UNESCO_UIS Database_Sep2007;Percent;42;
380;Chile;Female;2002;UNESCO_UIS Database_Sep2007;Percent;40;
381;Chile;Female;2000;UNESCO_UIS Database_Sep2007;Percent;36;
382;Chile;Female;1999;UNESCO_UIS Database_Sep2007;Percent;36;
383;Chile;Male;2005;UNESCO_UIS Database_Sep2007;Percent;49;
384;Chile;Male;2004;UNESCO_UIS Database_Sep2007;Percent;44;
385;Chile;Male;2003;UNESCO_UIS Database_Sep2007;Percent;44;
386;Chile;Male;2002;UNESCO_UIS Database_Sep2007;Percent;42;
387;Chile;Male;2000;UNESCO_UIS Database_Sep2007;Percent;39;
388;Chile;Male;1999;UNESCO_UIS Database_Sep2007;Percent;39;
389;China;Female;2005;UNESCO_UIS Database_Sep2007;Percent;20;
390;China;Female;2004;UNESCO_UIS Database_Sep2007;Percent;17;3
391;China;Female;2003;UNESCO_UIS Database_Sep2007;Percent;14;
392;China;Male;2005;UNESCO_UIS Database_Sep2007;Percent;21;
393;China;Male;2004;UNESCO_UIS Database_Sep2007;Percent;21;3
394;China;Male;2003;UNESCO_UIS Database_Sep2007;Percent;17;
395;Colombia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;31;
396;Colombia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;28;
397;Colombia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;25;3
398;Colombia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;25;
399;Colombia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;25;
400;Colombia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;24;
401;Colombia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;23;
402;Colombia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;28;
403;Colombia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;26;
404;Colombia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;23;3
405;Colombia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;23;
406;Colombia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;23;
407;Colombia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;22;
408;Colombia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;21;
409;Comoros;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;3
410;Comoros;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;
411;Comoros;Female;2000;UNESCO_UIS Database_Sep2007;Percent;1;3
412;Comoros;Female;1999;UNESCO_UIS Database_Sep2007;Percent;1;
413;Comoros;Male;2004;UNESCO_UIS Database_Sep2007;Percent;3;3
414;Comoros;Male;2003;UNESCO_UIS Database_Sep2007;Percent;3;
415;Comoros;Male;2000;UNESCO_UIS Database_Sep2007;Percent;1;3
416;Comoros;Male;1999;UNESCO_UIS Database_Sep2007;Percent;1;
417;Congo;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;3
418;Congo;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
419;Congo;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
420;Congo;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
421;Congo;Female;1999;UNESCO_UIS Database_Sep2007;Percent;1;
422;Congo;Male;2003;UNESCO_UIS Database_Sep2007;Percent;6;3
423;Congo;Male;2002;UNESCO_UIS Database_Sep2007;Percent;6;
424;Congo;Male;2001;UNESCO_UIS Database_Sep2007;Percent;7;
425;Congo;Male;2000;UNESCO_UIS Database_Sep2007;Percent;8;
426;Congo;Male;1999;UNESCO_UIS Database_Sep2007;Percent;6;
427;Cook Islands;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
428;Cook Islands;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
429;Cook Islands;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
430;Cook Islands;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
431;Cook Islands;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
432;Cook Islands;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
433;Cook Islands;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
434;Cook Islands;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
435;Cook Islands;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
436;Cook Islands;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
437;Cook Islands;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
438;Cook Islands;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
439;Cook Islands;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
440;Cook Islands;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
441;Costa Rica;Female;2005;UNESCO_UIS Database_Sep2007;Percent;28;3
442;Costa Rica;Female;2004;UNESCO_UIS Database_Sep2007;Percent;28;
443;Costa Rica;Female;2003;UNESCO_UIS Database_Sep2007;Percent;20;3
444;Costa Rica;Female;2002;UNESCO_UIS Database_Sep2007;Percent;20;
445;Costa Rica;Female;2001;UNESCO_UIS Database_Sep2007;Percent;22;
446;Costa Rica;Female;2000;UNESCO_UIS Database_Sep2007;Percent;18;
447;Costa Rica;Female;1999;UNESCO_UIS Database_Sep2007;Percent;17;
448;Costa Rica;Male;2005;UNESCO_UIS Database_Sep2007;Percent;23;3
449;Costa Rica;Male;2004;UNESCO_UIS Database_Sep2007;Percent;23;
450;Costa Rica;Male;2003;UNESCO_UIS Database_Sep2007;Percent;18;3
451;Costa Rica;Male;2002;UNESCO_UIS Database_Sep2007;Percent;18;
452;Costa Rica;Male;2001;UNESCO_UIS Database_Sep2007;Percent;19;
453;Costa Rica;Male;2000;UNESCO_UIS Database_Sep2007;Percent;15;
454;Costa Rica;Male;1999;UNESCO_UIS Database_Sep2007;Percent;15;
455;Côte d’Ivoire;Female;1999;UNESCO_UIS Database_Sep2007;Percent;3;
456;Côte d’Ivoire;Male;1999;UNESCO_UIS Database_Sep2007;Percent;10;
457;Croatia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;42;
458;Croatia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;38;
459;Croatia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;36;
460;Croatia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;33;
461;Croatia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;33;
462;Croatia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;35;
463;Croatia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;33;
464;Croatia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;31;
465;Croatia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;29;
466;Croatia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;28;
467;Cuba;Female;2005;UNESCO_UIS Database_Sep2007;Percent;78;3
468;Cuba;Female;2004;UNESCO_UIS Database_Sep2007;Percent;68;3
469;Cuba;Female;2003;UNESCO_UIS Database_Sep2007;Percent;38;
470;Cuba;Female;2002;UNESCO_UIS Database_Sep2007;Percent;30;
471;Cuba;Female;2001;UNESCO_UIS Database_Sep2007;Percent;27;
472;Cuba;Female;2000;UNESCO_UIS Database_Sep2007;Percent;24;
473;Cuba;Female;1999;UNESCO_UIS Database_Sep2007;Percent;21;
474;Cuba;Male;2005;UNESCO_UIS Database_Sep2007;Percent;46;3
475;Cuba;Male;2004;UNESCO_UIS Database_Sep2007;Percent;39;3
476;Cuba;Male;2003;UNESCO_UIS Database_Sep2007;Percent;28;
477;Cuba;Male;2002;UNESCO_UIS Database_Sep2007;Percent;24;
478;Cuba;Male;2001;UNESCO_UIS Database_Sep2007;Percent;23;
479;Cuba;Male;2000;UNESCO_UIS Database_Sep2007;Percent;20;
480;Cuba;Male;1999;UNESCO_UIS Database_Sep2007;Percent;18;
481;Cyprus;Female;2005;UNESCO_UIS Database_Sep2007;Percent;35;4
482;Cyprus;Female;2004;UNESCO_UIS Database_Sep2007;Percent;35;4
483;Cyprus;Female;2003;UNESCO_UIS Database_Sep2007;Percent;33;4
484;Cyprus;Female;2002;UNESCO_UIS Database_Sep2007;Percent;28;4
485;Cyprus;Female;2001;UNESCO_UIS Database_Sep2007;Percent;25;4
486;Cyprus;Female;2000;UNESCO_UIS Database_Sep2007;Percent;22;4
487;Cyprus;Female;1999;UNESCO_UIS Database_Sep2007;Percent;23;4
488;Cyprus;Male;2005;UNESCO_UIS Database_Sep2007;Percent;31;4
489;Cyprus;Male;2004;UNESCO_UIS Database_Sep2007;Percent;36;4
490;Cyprus;Male;2003;UNESCO_UIS Database_Sep2007;Percent;31;4
491;Cyprus;Male;2002;UNESCO_UIS Database_Sep2007;Percent;22;4
492;Cyprus;Male;2001;UNESCO_UIS Database_Sep2007;Percent;18;4
493;Cyprus;Male;2000;UNESCO_UIS Database_Sep2007;Percent;17;4
494;Cyprus;Male;1999;UNESCO_UIS Database_Sep2007;Percent;19;4
495;Czech Republic;Female;2005;UNESCO_UIS Database_Sep2007;Percent;52;
496;Czech Republic;Female;2004;UNESCO_UIS Database_Sep2007;Percent;45;
497;Czech Republic;Female;2003;UNESCO_UIS Database_Sep2007;Percent;38;
498;Czech Republic;Female;2002;UNESCO_UIS Database_Sep2007;Percent;36;
499;Czech Republic;Female;2001;UNESCO_UIS Database_Sep2007;Percent;31;
500;Czech Republic;Female;2000;UNESCO_UIS Database_Sep2007;Percent;30;
501;Czech Republic;Female;1999;UNESCO_UIS Database_Sep2007;Percent;27;
502;Czech Republic;Male;2005;UNESCO_UIS Database_Sep2007;Percent;44;
503;Czech Republic;Male;2004;UNESCO_UIS Database_Sep2007;Percent;41;
504;Czech Republic;Male;2003;UNESCO_UIS Database_Sep2007;Percent;36;
505;Czech Republic;Male;2002;UNESCO_UIS Database_Sep2007;Percent;33;
506;Czech Republic;Male;2001;UNESCO_UIS Database_Sep2007;Percent;30;
507;Czech Republic;Male;2000;UNESCO_UIS Database_Sep2007;Percent;29;
508;Czech Republic;Male;1999;UNESCO_UIS Database_Sep2007;Percent;26;
509;Denmark;Female;2005;UNESCO_UIS Database_Sep2007;Percent;94;
510;Denmark;Female;2004;UNESCO_UIS Database_Sep2007;Percent;87;
511;Denmark;Female;2003;UNESCO_UIS Database_Sep2007;Percent;79;
512;Denmark;Female;2002;UNESCO_UIS Database_Sep2007;Percent;74;
513;Denmark;Female;2001;UNESCO_UIS Database_Sep2007;Percent;69;
514;Denmark;Female;2000;UNESCO_UIS Database_Sep2007;Percent;66;
515;Denmark;Female;1999;UNESCO_UIS Database_Sep2007;Percent;64;
516;Denmark;Male;2005;UNESCO_UIS Database_Sep2007;Percent;67;
517;Denmark;Male;2004;UNESCO_UIS Database_Sep2007;Percent;61;
518;Denmark;Male;2003;UNESCO_UIS Database_Sep2007;Percent;55;
519;Denmark;Male;2002;UNESCO_UIS Database_Sep2007;Percent;53;
520;Denmark;Male;2001;UNESCO_UIS Database_Sep2007;Percent;51;
521;Denmark;Male;2000;UNESCO_UIS Database_Sep2007;Percent;49;
522;Denmark;Male;1999;UNESCO_UIS Database_Sep2007;Percent;48;
523;Djibouti;Female;2005;UNESCO_UIS Database_Sep2007;Percent;2;
524;Djibouti;Female;2004;UNESCO_UIS Database_Sep2007;Percent;1;
525;Djibouti;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;
526;Djibouti;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
527;Djibouti;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
528;Djibouti;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
529;Djibouti;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
530;Djibouti;Male;2005;UNESCO_UIS Database_Sep2007;Percent;3;
531;Djibouti;Male;2004;UNESCO_UIS Database_Sep2007;Percent;2;
532;Djibouti;Male;2003;UNESCO_UIS Database_Sep2007;Percent;1;
533;Djibouti;Male;2002;UNESCO_UIS Database_Sep2007;Percent;1;
534;Djibouti;Male;2001;UNESCO_UIS Database_Sep2007;Percent;1;
535;Djibouti;Male;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
536;Djibouti;Male;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
537;Dominica;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
538;Dominica;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
539;Dominica;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
540;Dominica;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
541;Dominica;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
542;Dominica;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
543;Dominica;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
544;Dominica;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
545;Dominica;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
546;Dominica;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
547;Dominica;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
548;Dominica;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
549;Dominica;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
550;Dominica;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
551;Dominican Republic;Female;2004;UNESCO_UIS Database_Sep2007;Percent;41;3
552;Dominican Republic;Female;2003;UNESCO_UIS Database_Sep2007;Percent;41;
553;Dominican Republic;Male;2004;UNESCO_UIS Database_Sep2007;Percent;25;3
554;Dominican Republic;Male;2003;UNESCO_UIS Database_Sep2007;Percent;25;
555;El Salvador;Female;2005;UNESCO_UIS Database_Sep2007;Percent;21;
556;El Salvador;Female;2004;UNESCO_UIS Database_Sep2007;Percent;20;
557;El Salvador;Female;2003;UNESCO_UIS Database_Sep2007;Percent;19;
558;El Salvador;Female;2002;UNESCO_UIS Database_Sep2007;Percent;19;
559;El Salvador;Female;2001;UNESCO_UIS Database_Sep2007;Percent;18;
560;El Salvador;Female;2000;UNESCO_UIS Database_Sep2007;Percent;18;
561;El Salvador;Female;1999;UNESCO_UIS Database_Sep2007;Percent;19;
562;El Salvador;Male;2005;UNESCO_UIS Database_Sep2007;Percent;17;
563;El Salvador;Male;2004;UNESCO_UIS Database_Sep2007;Percent;17;
564;El Salvador;Male;2003;UNESCO_UIS Database_Sep2007;Percent;16;
565;El Salvador;Male;2002;UNESCO_UIS Database_Sep2007;Percent;15;
566;El Salvador;Male;2001;UNESCO_UIS Database_Sep2007;Percent;15;
567;El Salvador;Male;2000;UNESCO_UIS Database_Sep2007;Percent;15;
568;El Salvador;Male;1999;UNESCO_UIS Database_Sep2007;Percent;16;
569;Equatorial Guinea;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
570;Equatorial Guinea;Male;2000;UNESCO_UIS Database_Sep2007;Percent;4;
571;Eritrea;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
572;Eritrea;Female;2003;UNESCO_UIS Database_Sep2007;Percent;-;2
573;Eritrea;Female;2002;UNESCO_UIS Database_Sep2007;Percent;-;1
574;Eritrea;Female;2001;UNESCO_UIS Database_Sep2007;Percent;-;1
575;Eritrea;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
576;Eritrea;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
577;Eritrea;Male;2004;UNESCO_UIS Database_Sep2007;Percent;2;
578;Eritrea;Male;2003;UNESCO_UIS Database_Sep2007;Percent;2;3
579;Eritrea;Male;2002;UNESCO_UIS Database_Sep2007;Percent;2;
580;Eritrea;Male;2001;UNESCO_UIS Database_Sep2007;Percent;3;
581;Eritrea;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;
582;Eritrea;Male;1999;UNESCO_UIS Database_Sep2007;Percent;2;
583;Estonia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;82;
584;Estonia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;82;
585;Estonia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;81;
586;Estonia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;79;
587;Estonia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;74;
588;Estonia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;67;
589;Estonia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;60;
590;Estonia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;50;
591;Estonia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;49;
592;Estonia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;49;
593;Estonia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;47;
594;Estonia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;47;
595;Estonia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;46;
596;Estonia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;42;
597;Ethiopia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;1;
598;Ethiopia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;1;
599;Ethiopia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;
600;Ethiopia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;1;
601;Ethiopia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;1;
602;Ethiopia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
603;Ethiopia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
604;Ethiopia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;4;
605;Ethiopia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;4;
606;Ethiopia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;3;
607;Ethiopia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;2;
608;Ethiopia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;2;
609;Ethiopia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;
610;Ethiopia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;1;
611;Fiji;Female;2005;UNESCO_UIS Database_Sep2007;Percent;17;3
612;Fiji;Female;2004;UNESCO_UIS Database_Sep2007;Percent;17;
613;Fiji;Female;2003;UNESCO_UIS Database_Sep2007;Percent;17;3
614;Fiji;Male;2005;UNESCO_UIS Database_Sep2007;Percent;14;3
615;Fiji;Male;2004;UNESCO_UIS Database_Sep2007;Percent;14;
616;Fiji;Male;2003;UNESCO_UIS Database_Sep2007;Percent;14;3
617;Finland;Female;2005;UNESCO_UIS Database_Sep2007;Percent;101;
618;Finland;Female;2004;UNESCO_UIS Database_Sep2007;Percent;98;
619;Finland;Female;2003;UNESCO_UIS Database_Sep2007;Percent;95;
620;Finland;Female;2002;UNESCO_UIS Database_Sep2007;Percent;94;
621;Finland;Female;2001;UNESCO_UIS Database_Sep2007;Percent;93;
622;Finland;Female;2000;UNESCO_UIS Database_Sep2007;Percent;91;
623;Finland;Female;1999;UNESCO_UIS Database_Sep2007;Percent;91;
624;Finland;Male;2005;UNESCO_UIS Database_Sep2007;Percent;83;
625;Finland;Male;2004;UNESCO_UIS Database_Sep2007;Percent;82;
626;Finland;Male;2003;UNESCO_UIS Database_Sep2007;Percent;79;
627;Finland;Male;2002;UNESCO_UIS Database_Sep2007;Percent;76;
628;Finland;Male;2001;UNESCO_UIS Database_Sep2007;Percent;76;
629;Finland;Male;2000;UNESCO_UIS Database_Sep2007;Percent;75;
630;Finland;Male;1999;UNESCO_UIS Database_Sep2007;Percent;74;
631;France;Female;2005;UNESCO_UIS Database_Sep2007;Percent;64;
632;France;Female;2004;UNESCO_UIS Database_Sep2007;Percent;63;
633;France;Female;2003;UNESCO_UIS Database_Sep2007;Percent;62;
634;France;Female;2002;UNESCO_UIS Database_Sep2007;Percent;60;
635;France;Female;2001;UNESCO_UIS Database_Sep2007;Percent;59;
636;France;Female;2000;UNESCO_UIS Database_Sep2007;Percent;58;
637;France;Female;1999;UNESCO_UIS Database_Sep2007;Percent;58;
638;France;Male;2005;UNESCO_UIS Database_Sep2007;Percent;49;
639;France;Male;2004;UNESCO_UIS Database_Sep2007;Percent;49;
640;France;Male;2003;UNESCO_UIS Database_Sep2007;Percent;49;
641;France;Male;2002;UNESCO_UIS Database_Sep2007;Percent;47;
642;France;Male;2001;UNESCO_UIS Database_Sep2007;Percent;48;
643;France;Male;2000;UNESCO_UIS Database_Sep2007;Percent;47;
644;France;Male;1999;UNESCO_UIS Database_Sep2007;Percent;47;
645;Gabon;Female;1999;UNESCO_UIS Database_Sep2007;Percent;5;
646;Gabon;Male;1999;UNESCO_UIS Database_Sep2007;Percent;9;
647;Gambia The;Female;2004;UNESCO_UIS Database_Sep2007;Percent;-;1
648;Gambia The;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;1
649;Gambia The;Male;2004;UNESCO_UIS Database_Sep2007;Percent;2;
650;Gambia The;Male;1999;UNESCO_UIS Database_Sep2007;Percent;2;
651;Georgia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;47;
652;Georgia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;42;
653;Georgia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;41;
654;Georgia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;41;
655;Georgia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;38;
656;Georgia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;37;
657;Georgia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;37;
658;Georgia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;45;
659;Georgia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;41;
660;Georgia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;43;
661;Georgia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;41;
662;Georgia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;40;
663;Georgia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;39;
664;Georgia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;35;
665;Ghana;Female;2005;UNESCO_UIS Database_Sep2007;Percent;4;
666;Ghana;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
667;Ghana;Female;2003;UNESCO_UIS Database_Sep2007;Percent;2;
668;Ghana;Female;2002;UNESCO_UIS Database_Sep2007;Percent;2;
669;Ghana;Female;2001;UNESCO_UIS Database_Sep2007;Percent;2;
670;Ghana;Female;2000;UNESCO_UIS Database_Sep2007;Percent;1;
671;Ghana;Male;2005;UNESCO_UIS Database_Sep2007;Percent;7;
672;Ghana;Male;2004;UNESCO_UIS Database_Sep2007;Percent;4;
673;Ghana;Male;2003;UNESCO_UIS Database_Sep2007;Percent;4;
674;Ghana;Male;2002;UNESCO_UIS Database_Sep2007;Percent;5;
675;Ghana;Male;2001;UNESCO_UIS Database_Sep2007;Percent;4;
676;Ghana;Male;2000;UNESCO_UIS Database_Sep2007;Percent;4;
677;Gibraltar;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
678;Gibraltar;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
679;Gibraltar;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
680;Gibraltar;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
681;Gibraltar;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
682;Gibraltar;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
683;Gibraltar;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
684;Gibraltar;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
685;Gibraltar;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
686;Gibraltar;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
687;Gibraltar;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
688;Gibraltar;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
689;Gibraltar;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
690;Gibraltar;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
691;Greece;Female;2005;UNESCO_UIS Database_Sep2007;Percent;95;
692;Greece;Female;2004;UNESCO_UIS Database_Sep2007;Percent;86;
693;Greece;Female;2003;UNESCO_UIS Database_Sep2007;Percent;77;
694;Greece;Female;2002;UNESCO_UIS Database_Sep2007;Percent;71;
695;Greece;Female;2001;UNESCO_UIS Database_Sep2007;Percent;63;
696;Greece;Female;2000;UNESCO_UIS Database_Sep2007;Percent;54;
697;Greece;Female;1999;UNESCO_UIS Database_Sep2007;Percent;49;
698;Greece;Male;2005;UNESCO_UIS Database_Sep2007;Percent;83;
699;Greece;Male;2004;UNESCO_UIS Database_Sep2007;Percent;73;
700;Greece;Male;2003;UNESCO_UIS Database_Sep2007;Percent;68;
701;Greece;Male;2002;UNESCO_UIS Database_Sep2007;Percent;62;
702;Greece;Male;2001;UNESCO_UIS Database_Sep2007;Percent;55;
703;Greece;Male;2000;UNESCO_UIS Database_Sep2007;Percent;49;
704;Greece;Male;1999;UNESCO_UIS Database_Sep2007;Percent;45;
705;Grenada;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
706;Grenada;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
707;Grenada;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
708;Grenada;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
709;Grenada;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
710;Grenada;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
711;Grenada;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
712;Grenada;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
713;Grenada;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
714;Grenada;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
715;Grenada;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
