"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Cape Verde","Male","2002","UNESCO_UIS Database_Sep2007","Percent","4",""
"Cape Verde","Male","2001","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Cape Verde","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Cayman Islands","Female","2001","UNESCO_UIS Database_Sep2007","Percent","28","3"
"Cayman Islands","Female","2000","UNESCO_UIS Database_Sep2007","Percent","28","3"
"Cayman Islands","Male","2001","UNESCO_UIS Database_Sep2007","Percent","9","3"
"Cayman Islands","Male","2000","UNESCO_UIS Database_Sep2007","Percent","10","3"
"Central African Republic","Female","2000","UNESCO_UIS Database_Sep2007","Percent","1",""
"Central African Republic","Female","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Central African Republic","Male","2000","UNESCO_UIS Database_Sep2007","Percent","3",""
"Central African Republic","Male","1999","UNESCO_UIS Database_Sep2007","Percent","3",""
"Chad","Female","2005","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Chad","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Chad","Female","2003","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Chad","Female","2001","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Chad","Female","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Chad","Male","2005","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Chad","Male","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Chad","Male","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Chad","Male","2001","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Chad","Male","2000","UNESCO_UIS Database_Sep2007","Percent","1",""
"Chile","Female","2005","UNESCO_UIS Database_Sep2007","Percent","47",""
"Chile","Female","2004","UNESCO_UIS Database_Sep2007","Percent","42",""
"Chile","Female","2003","UNESCO_UIS Database_Sep2007","Percent","42",""
"Chile","Female","2002","UNESCO_UIS Database_Sep2007","Percent","40",""
"Chile","Female","2000","UNESCO_UIS Database_Sep2007","Percent","36",""
"Chile","Female","1999","UNESCO_UIS Database_Sep2007","Percent","36",""
"Chile","Male","2005","UNESCO_UIS Database_Sep2007","Percent","49",""
"Chile","Male","2004","UNESCO_UIS Database_Sep2007","Percent","44",""
"Chile","Male","2003","UNESCO_UIS Database_Sep2007","Percent","44",""
"Chile","Male","2002","UNESCO_UIS Database_Sep2007","Percent","42",""
"Chile","Male","2000","UNESCO_UIS Database_Sep2007","Percent","39",""
"Chile","Male","1999","UNESCO_UIS Database_Sep2007","Percent","39",""
"China","Female","2005","UNESCO_UIS Database_Sep2007","Percent","20",""
"China","Female","2004","UNESCO_UIS Database_Sep2007","Percent","17","3"
"China","Female","2003","UNESCO_UIS Database_Sep2007","Percent","14",""
"China","Male","2005","UNESCO_UIS Database_Sep2007","Percent","21",""
"China","Male","2004","UNESCO_UIS Database_Sep2007","Percent","21","3"
"China","Male","2003","UNESCO_UIS Database_Sep2007","Percent","17",""
"Colombia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","31",""
"Colombia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","28",""
"Colombia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","25","3"
"Colombia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","25",""
"Colombia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","25",""
"Colombia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","24",""
"Colombia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","23",""
"Colombia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","28",""
"Colombia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","26",""
"Colombia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","23","3"
"Colombia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","23",""
"Colombia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","23",""
"Colombia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","22",""
"Colombia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","21",""
"Comoros","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Comoros","Female","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Comoros","Female","2000","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Comoros","Female","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Comoros","Male","2004","UNESCO_UIS Database_Sep2007","Percent","3","3"
"Comoros","Male","2003","UNESCO_UIS Database_Sep2007","Percent","3",""
"Comoros","Male","2000","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Comoros","Male","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Congo","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Congo","Female","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Congo","Female","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Congo","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Congo","Female","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Congo","Male","2003","UNESCO_UIS Database_Sep2007","Percent","6","3"
"Congo","Male","2002","UNESCO_UIS Database_Sep2007","Percent","6",""
"Congo","Male","2001","UNESCO_UIS Database_Sep2007","Percent","7",""
"Congo","Male","2000","UNESCO_UIS Database_Sep2007","Percent","8",""
"Congo","Male","1999","UNESCO_UIS Database_Sep2007","Percent","6",""
"Cook Islands","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Cook Islands","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Costa Rica","Female","2005","UNESCO_UIS Database_Sep2007","Percent","28","3"
"Costa Rica","Female","2004","UNESCO_UIS Database_Sep2007","Percent","28",""
"Costa Rica","Female","2003","UNESCO_UIS Database_Sep2007","Percent","20","3"
"Costa Rica","Female","2002","UNESCO_UIS Database_Sep2007","Percent","20",""
"Costa Rica","Female","2001","UNESCO_UIS Database_Sep2007","Percent","22",""
"Costa Rica","Female","2000","UNESCO_UIS Database_Sep2007","Percent","18",""
"Costa Rica","Female","1999","UNESCO_UIS Database_Sep2007","Percent","17",""
"Costa Rica","Male","2005","UNESCO_UIS Database_Sep2007","Percent","23","3"
"Costa Rica","Male","2004","UNESCO_UIS Database_Sep2007","Percent","23",""
"Costa Rica","Male","2003","UNESCO_UIS Database_Sep2007","Percent","18","3"
"Costa Rica","Male","2002","UNESCO_UIS Database_Sep2007","Percent","18",""
"Costa Rica","Male","2001","UNESCO_UIS Database_Sep2007","Percent","19",""
"Costa Rica","Male","2000","UNESCO_UIS Database_Sep2007","Percent","15",""
"Costa Rica","Male","1999","UNESCO_UIS Database_Sep2007","Percent","15",""
"Côte d’Ivoire","Female","1999","UNESCO_UIS Database_Sep2007","Percent","3",""
"Côte d’Ivoire","Male","1999","UNESCO_UIS Database_Sep2007","Percent","10",""
"Croatia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","42",""
"Croatia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","38",""
"Croatia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","36",""
"Croatia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","33",""
"Croatia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","33",""
"Croatia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","35",""
"Croatia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","33",""
"Croatia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","31",""
"Croatia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","29",""
"Croatia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","28",""
"Cuba","Female","2005","UNESCO_UIS Database_Sep2007","Percent","78","3"
"Cuba","Female","2004","UNESCO_UIS Database_Sep2007","Percent","68","3"
"Cuba","Female","2003","UNESCO_UIS Database_Sep2007","Percent","38",""
"Cuba","Female","2002","UNESCO_UIS Database_Sep2007","Percent","30",""
"Cuba","Female","2001","UNESCO_UIS Database_Sep2007","Percent","27",""
"Cuba","Female","2000","UNESCO_UIS Database_Sep2007","Percent","24",""
"Cuba","Female","1999","UNESCO_UIS Database_Sep2007","Percent","21",""
"Cuba","Male","2005","UNESCO_UIS Database_Sep2007","Percent","46","3"
"Cuba","Male","2004","UNESCO_UIS Database_Sep2007","Percent","39","3"
"Cuba","Male","2003","UNESCO_UIS Database_Sep2007","Percent","28",""
"Cuba","Male","2002","UNESCO_UIS Database_Sep2007","Percent","24",""
"Cuba","Male","2001","UNESCO_UIS Database_Sep2007","Percent","23",""
"Cuba","Male","2000","UNESCO_UIS Database_Sep2007","Percent","20",""
"Cuba","Male","1999","UNESCO_UIS Database_Sep2007","Percent","18",""
"Cyprus","Female","2005","UNESCO_UIS Database_Sep2007","Percent","35","4"
"Cyprus","Female","2004","UNESCO_UIS Database_Sep2007","Percent","35","4"
"Cyprus","Female","2003","UNESCO_UIS Database_Sep2007","Percent","33","4"
"Cyprus","Female","2002","UNESCO_UIS Database_Sep2007","Percent","28","4"
"Cyprus","Female","2001","UNESCO_UIS Database_Sep2007","Percent","25","4"
"Cyprus","Female","2000","UNESCO_UIS Database_Sep2007","Percent","22","4"
"Cyprus","Female","1999","UNESCO_UIS Database_Sep2007","Percent","23","4"
"Cyprus","Male","2005","UNESCO_UIS Database_Sep2007","Percent","31","4"
"Cyprus","Male","2004","UNESCO_UIS Database_Sep2007","Percent","36","4"
"Cyprus","Male","2003","UNESCO_UIS Database_Sep2007","Percent","31","4"
"Cyprus","Male","2002","UNESCO_UIS Database_Sep2007","Percent","22","4"
"Cyprus","Male","2001","UNESCO_UIS Database_Sep2007","Percent","18","4"
"Cyprus","Male","2000","UNESCO_UIS Database_Sep2007","Percent","17","4"
"Cyprus","Male","1999","UNESCO_UIS Database_Sep2007","Percent","19","4"
"Czech Republic","Female","2005","UNESCO_UIS Database_Sep2007","Percent","52",""
"Czech Republic","Female","2004","UNESCO_UIS Database_Sep2007","Percent","45",""
"Czech Republic","Female","2003","UNESCO_UIS Database_Sep2007","Percent","38",""
"Czech Republic","Female","2002","UNESCO_UIS Database_Sep2007","Percent","36",""
"Czech Republic","Female","2001","UNESCO_UIS Database_Sep2007","Percent","31",""
"Czech Republic","Female","2000","UNESCO_UIS Database_Sep2007","Percent","30",""
"Czech Republic","Female","1999","UNESCO_UIS Database_Sep2007","Percent","27",""
"Czech Republic","Male","2005","UNESCO_UIS Database_Sep2007","Percent","44",""
"Czech Republic","Male","2004","UNESCO_UIS Database_Sep2007","Percent","41",""
"Czech Republic","Male","2003","UNESCO_UIS Database_Sep2007","Percent","36",""
"Czech Republic","Male","2002","UNESCO_UIS Database_Sep2007","Percent","33",""
"Czech Republic","Male","2001","UNESCO_UIS Database_Sep2007","Percent","30",""
"Czech Republic","Male","2000","UNESCO_UIS Database_Sep2007","Percent","29",""
"Czech Republic","Male","1999","UNESCO_UIS Database_Sep2007","Percent","26",""
"Denmark","Female","2005","UNESCO_UIS Database_Sep2007","Percent","94",""
"Denmark","Female","2004","UNESCO_UIS Database_Sep2007","Percent","87",""
"Denmark","Female","2003","UNESCO_UIS Database_Sep2007","Percent","79",""
"Denmark","Female","2002","UNESCO_UIS Database_Sep2007","Percent","74",""
"Denmark","Female","2001","UNESCO_UIS Database_Sep2007","Percent","69",""
"Denmark","Female","2000","UNESCO_UIS Database_Sep2007","Percent","66",""
"Denmark","Female","1999","UNESCO_UIS Database_Sep2007","Percent","64",""
"Denmark","Male","2005","UNESCO_UIS Database_Sep2007","Percent","67",""
"Denmark","Male","2004","UNESCO_UIS Database_Sep2007","Percent","61",""
"Denmark","Male","2003","UNESCO_UIS Database_Sep2007","Percent","55",""
"Denmark","Male","2002","UNESCO_UIS Database_Sep2007","Percent","53",""
"Denmark","Male","2001","UNESCO_UIS Database_Sep2007","Percent","51",""
"Denmark","Male","2000","UNESCO_UIS Database_Sep2007","Percent","49",""
"Denmark","Male","1999","UNESCO_UIS Database_Sep2007","Percent","48",""
"Djibouti","Female","2005","UNESCO_UIS Database_Sep2007","Percent","2",""
"Djibouti","Female","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Female","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Female","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Female","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Djibouti","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Djibouti","Male","2005","UNESCO_UIS Database_Sep2007","Percent","3",""
"Djibouti","Male","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Djibouti","Male","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Male","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Male","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Djibouti","Male","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Djibouti","Male","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Dominica","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominica","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Dominican Republic","Female","2004","UNESCO_UIS Database_Sep2007","Percent","41","3"
"Dominican Republic","Female","2003","UNESCO_UIS Database_Sep2007","Percent","41",""
"Dominican Republic","Male","2004","UNESCO_UIS Database_Sep2007","Percent","25","3"
"Dominican Republic","Male","2003","UNESCO_UIS Database_Sep2007","Percent","25",""
"El Salvador","Female","2005","UNESCO_UIS Database_Sep2007","Percent","21",""
"El Salvador","Female","2004","UNESCO_UIS Database_Sep2007","Percent","20",""
"El Salvador","Female","2003","UNESCO_UIS Database_Sep2007","Percent","19",""
"El Salvador","Female","2002","UNESCO_UIS Database_Sep2007","Percent","19",""
"El Salvador","Female","2001","UNESCO_UIS Database_Sep2007","Percent","18",""
"El Salvador","Female","2000","UNESCO_UIS Database_Sep2007","Percent","18",""
"El Salvador","Female","1999","UNESCO_UIS Database_Sep2007","Percent","19",""
"El Salvador","Male","2005","UNESCO_UIS Database_Sep2007","Percent","17",""
"El Salvador","Male","2004","UNESCO_UIS Database_Sep2007","Percent","17",""
"El Salvador","Male","2003","UNESCO_UIS Database_Sep2007","Percent","16",""
"El Salvador","Male","2002","UNESCO_UIS Database_Sep2007","Percent","15",""
"El Salvador","Male","2001","UNESCO_UIS Database_Sep2007","Percent","15",""
"El Salvador","Male","2000","UNESCO_UIS Database_Sep2007","Percent","15",""
"El Salvador","Male","1999","UNESCO_UIS Database_Sep2007","Percent","16",""
"Equatorial Guinea","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Equatorial Guinea","Male","2000","UNESCO_UIS Database_Sep2007","Percent","4",""
"Eritrea","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Eritrea","Female","2003","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Eritrea","Female","2002","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Eritrea","Female","2001","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Eritrea","Female","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Eritrea","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Eritrea","Male","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Eritrea","Male","2003","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Eritrea","Male","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Eritrea","Male","2001","UNESCO_UIS Database_Sep2007","Percent","3",""
"Eritrea","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Eritrea","Male","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Estonia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","82",""
"Estonia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","82",""
"Estonia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","81",""
"Estonia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","79",""
"Estonia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","74",""
"Estonia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","67",""
"Estonia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","60",""
"Estonia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","50",""
"Estonia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","49",""
"Estonia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","49",""
"Estonia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","47",""
"Estonia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","47",""
"Estonia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","46",""
"Estonia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","42",""
"Ethiopia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ethiopia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ethiopia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ethiopia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ethiopia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ethiopia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Ethiopia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Ethiopia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ethiopia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ethiopia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","3",""
"Ethiopia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ethiopia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ethiopia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ethiopia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","1",""
"Fiji","Female","2005","UNESCO_UIS Database_Sep2007","Percent","17","3"
"Fiji","Female","2004","UNESCO_UIS Database_Sep2007","Percent","17",""
"Fiji","Female","2003","UNESCO_UIS Database_Sep2007","Percent","17","3"
"Fiji","Male","2005","UNESCO_UIS Database_Sep2007","Percent","14","3"
"Fiji","Male","2004","UNESCO_UIS Database_Sep2007","Percent","14",""
"Fiji","Male","2003","UNESCO_UIS Database_Sep2007","Percent","14","3"
"Finland","Female","2005","UNESCO_UIS Database_Sep2007","Percent","101",""
"Finland","Female","2004","UNESCO_UIS Database_Sep2007","Percent","98",""
"Finland","Female","2003","UNESCO_UIS Database_Sep2007","Percent","95",""
"Finland","Female","2002","UNESCO_UIS Database_Sep2007","Percent","94",""
"Finland","Female","2001","UNESCO_UIS Database_Sep2007","Percent","93",""
"Finland","Female","2000","UNESCO_UIS Database_Sep2007","Percent","91",""
"Finland","Female","1999","UNESCO_UIS Database_Sep2007","Percent","91",""
"Finland","Male","2005","UNESCO_UIS Database_Sep2007","Percent","83",""
"Finland","Male","2004","UNESCO_UIS Database_Sep2007","Percent","82",""
"Finland","Male","2003","UNESCO_UIS Database_Sep2007","Percent","79",""
"Finland","Male","2002","UNESCO_UIS Database_Sep2007","Percent","76",""
"Finland","Male","2001","UNESCO_UIS Database_Sep2007","Percent","76",""
"Finland","Male","2000","UNESCO_UIS Database_Sep2007","Percent","75",""
"Finland","Male","1999","UNESCO_UIS Database_Sep2007","Percent","74",""
"France","Female","2005","UNESCO_UIS Database_Sep2007","Percent","64",""
"France","Female","2004","UNESCO_UIS Database_Sep2007","Percent","63",""
"France","Female","2003","UNESCO_UIS Database_Sep2007","Percent","62",""
"France","Female","2002","UNESCO_UIS Database_Sep2007","Percent","60",""
"France","Female","2001","UNESCO_UIS Database_Sep2007","Percent","59",""
"France","Female","2000","UNESCO_UIS Database_Sep2007","Percent","58",""
"France","Female","1999","UNESCO_UIS Database_Sep2007","Percent","58",""
"France","Male","2005","UNESCO_UIS Database_Sep2007","Percent","49",""
"France","Male","2004","UNESCO_UIS Database_Sep2007","Percent","49",""
"France","Male","2003","UNESCO_UIS Database_Sep2007","Percent","49",""
"France","Male","2002","UNESCO_UIS Database_Sep2007","Percent","47",""
"France","Male","2001","UNESCO_UIS Database_Sep2007","Percent","48",""
"France","Male","2000","UNESCO_UIS Database_Sep2007","Percent","47",""
"France","Male","1999","UNESCO_UIS Database_Sep2007","Percent","47",""
"Gabon","Female","1999","UNESCO_UIS Database_Sep2007","Percent","5",""
"Gabon","Male","1999","UNESCO_UIS Database_Sep2007","Percent","9",""
"Gambia The","Female","2004","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Gambia The","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Gambia The","Male","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Gambia The","Male","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Georgia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","47",""
"Georgia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","42",""
"Georgia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","41",""
"Georgia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","41",""
"Georgia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","38",""
"Georgia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","37",""
"Georgia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","37",""
"Georgia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","45",""
"Georgia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","41",""
"Georgia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","43",""
"Georgia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","41",""
"Georgia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","40",""
"Georgia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","39",""
"Georgia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","35",""
"Ghana","Female","2005","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ghana","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ghana","Female","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ghana","Female","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ghana","Female","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Ghana","Female","2000","UNESCO_UIS Database_Sep2007","Percent","1",""
"Ghana","Male","2005","UNESCO_UIS Database_Sep2007","Percent","7",""
"Ghana","Male","2004","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ghana","Male","2003","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ghana","Male","2002","UNESCO_UIS Database_Sep2007","Percent","5",""
"Ghana","Male","2001","UNESCO_UIS Database_Sep2007","Percent","4",""
"Ghana","Male","2000","UNESCO_UIS Database_Sep2007","Percent","4",""
"Gibraltar","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Gibraltar","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Greece","Female","2005","UNESCO_UIS Database_Sep2007","Percent","95",""
"Greece","Female","2004","UNESCO_UIS Database_Sep2007","Percent","86",""
"Greece","Female","2003","UNESCO_UIS Database_Sep2007","Percent","77",""
"Greece","Female","2002","UNESCO_UIS Database_Sep2007","Percent","71",""
"Greece","Female","2001","UNESCO_UIS Database_Sep2007","Percent","63",""
"Greece","Female","2000","UNESCO_UIS Database_Sep2007","Percent","54",""
"Greece","Female","1999","UNESCO_UIS Database_Sep2007","Percent","49",""
"Greece","Male","2005","UNESCO_UIS Database_Sep2007","Percent","83",""
"Greece","Male","2004","UNESCO_UIS Database_Sep2007","Percent","73",""
"Greece","Male","2003","UNESCO_UIS Database_Sep2007","Percent","68",""
"Greece","Male","2002","UNESCO_UIS Database_Sep2007","Percent","62",""
"Greece","Male","2001","UNESCO_UIS Database_Sep2007","Percent","55",""
"Greece","Male","2000","UNESCO_UIS Database_Sep2007","Percent","49",""
"Greece","Male","1999","UNESCO_UIS Database_Sep2007","Percent","45",""
"Grenada","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
